1	NULL	NULL	tiger	node	tree	tree	101	NULL
2	NULL	NULL	exmaralda	node	grid	exmaralda	102	NULL
3	NULL	NULL	mmax	node	grid	mmax	103	NULL
4	NULL	NULL	mmax	edge	grid	mmax	104	NULL
5	NULL	NULL	urml	node	discourse	mmax	105	NULL
6	NULL	NULL	NULL	NULL	paula	paula	106	NULL
7	NULL	NULL	NULL	NULL	paula_text	paula text	107	NULL
